timestamp,heart_rate,distance,hr_zone
2025-05-07 14:00:01,99,0.0,Below Zone 1
2025-05-07 14:00:02,98,0.0,Below Zone 1
2025-05-07 14:00:03,97,0.0,Below Zone 1
2025-05-07 14:00:05,96,0.0,Below Zone 1
2025-05-07 14:00:09,97,0.0,Below Zone 1
2025-05-07 14:00:10,96,0.0,Below Zone 1
2025-05-07 14:00:14,95,0.0,Below Zone 1
2025-05-07 14:00:16,94,0.0,Below Zone 1
2025-05-07 14:00:19,93,0.0,Below Zone 1
2025-05-07 14:00:21,92,0.0,Below Zone 1
2025-05-07 14:00:25,91,0.0,Below Zone 1
2025-05-07 14:00:27,92,0.0,Below Zone 1
2025-05-07 14:00:32,93,0.0,Below Zone 1
2025-05-07 14:00:34,94,0.0,Below Zone 1
2025-05-07 14:00:35,94,0.0,Below Zone 1
2025-05-07 14:00:37,95,0.0,Below Zone 1
2025-05-07 14:00:39,96,0.0,Below Zone 1
2025-05-07 14:00:42,97,0.0,Below Zone 1
2025-05-07 14:00:43,98,0.0,Below Zone 1
2025-05-07 14:00:45,99,0.0,Below Zone 1
2025-05-07 14:00:48,100,0.0,Below Zone 1
2025-05-07 14:00:55,101,0.0,Below Zone 1
2025-05-07 14:01:06,100,0.0,Below Zone 1
2025-05-07 14:01:08,99,0.0,Below Zone 1
2025-05-07 14:01:09,98,0.0,Below Zone 1
2025-05-07 14:01:11,97,0.0,Below Zone 1
2025-05-07 14:01:14,98,0.0,Below Zone 1
2025-05-07 14:01:19,97,0.0,Below Zone 1
2025-05-07 14:01:20,96,0.0,Below Zone 1
2025-05-07 14:01:23,95,0.0,Below Zone 1
2025-05-07 14:01:35,94,0.0,Below Zone 1
2025-05-07 14:01:44,93,0.0,Below Zone 1
2025-05-07 14:01:54,92,0.0,Below Zone 1
2025-05-07 14:01:55,91,0.0,Below Zone 1
2025-05-07 14:01:56,90,0.0,Below Zone 1
2025-05-07 14:01:58,91,0.0,Below Zone 1
2025-05-07 14:02:03,90,0.0,Below Zone 1
2025-05-07 14:02:06,91,0.0,Below Zone 1
2025-05-07 14:02:08,92,0.0,Below Zone 1
2025-05-07 14:02:11,93,0.0,Below Zone 1
2025-05-07 14:02:13,92,0.0,Below Zone 1
2025-05-07 14:02:32,91,0.0,Below Zone 1
2025-05-07 14:02:39,92,0.0,Below Zone 1
2025-05-07 14:02:44,93,0.0,Below Zone 1
2025-05-07 14:02:46,92,0.0,Below Zone 1
2025-05-07 14:02:49,91,0.0,Below Zone 1
2025-05-07 14:02:51,92,0.0,Below Zone 1
2025-05-07 14:02:52,91,0.0,Below Zone 1
2025-05-07 14:02:53,92,0.0,Below Zone 1
2025-05-07 14:02:58,93,0.0,Below Zone 1
2025-05-07 14:03:00,94,0.0,Below Zone 1
2025-05-07 14:03:01,95,0.0,Below Zone 1
2025-05-07 14:03:02,96,0.0,Below Zone 1
2025-05-07 14:03:05,97,0.0,Below Zone 1
2025-05-07 14:03:06,98,0.0,Below Zone 1
2025-05-07 14:03:09,99,0.0,Below Zone 1
2025-05-07 14:03:12,100,0.0,Below Zone 1
2025-05-07 14:03:15,100,0.0,Below Zone 1
2025-05-07 14:03:16,101,0.0,Below Zone 1
2025-05-07 14:03:22,102,0.0,Below Zone 1
2025-05-07 14:03:27,103,0.0,Below Zone 1
2025-05-07 14:03:32,102,0.0,Below Zone 1
2025-05-07 14:03:35,101,0.0,Below Zone 1
2025-05-07 14:03:37,100,0.0,Below Zone 1
2025-05-07 14:03:39,99,0.0,Below Zone 1
2025-05-07 14:03:44,98,0.0,Below Zone 1
2025-05-07 14:03:45,97,0.0,Below Zone 1
2025-05-07 14:03:47,96,0.0,Below Zone 1
2025-05-07 14:03:51,97,0.0,Below Zone 1
2025-05-07 14:03:59,98,0.0,Below Zone 1
2025-05-07 14:04:03,99,0.0,Below Zone 1
2025-05-07 14:04:06,98,0.0,Below Zone 1
2025-05-07 14:04:14,99,0.0,Below Zone 1
2025-05-07 14:04:17,100,0.0,Below Zone 1
2025-05-07 14:04:18,101,0.0,Below Zone 1
2025-05-07 14:04:21,102,0.0,Below Zone 1
2025-05-07 14:04:23,103,0.0,Below Zone 1
2025-05-07 14:04:24,104,0.0,Below Zone 1
2025-05-07 14:04:25,103,0.0,Below Zone 1
2025-05-07 14:04:28,102,0.0,Below Zone 1
2025-05-07 14:04:29,101,0.0,Below Zone 1
2025-05-07 14:04:32,100,0.0,Below Zone 1
2025-05-07 14:04:34,99,0.0,Below Zone 1
2025-05-07 14:04:36,97,0.0,Below Zone 1
2025-05-07 14:04:37,96,0.0,Below Zone 1
2025-05-07 14:04:38,95,0.0,Below Zone 1
2025-05-07 14:04:40,94,0.0,Below Zone 1
2025-05-07 14:04:42,93,0.0,Below Zone 1
2025-05-07 14:04:43,92,0.0,Below Zone 1
2025-05-07 14:04:46,93,0.0,Below Zone 1
2025-05-07 14:04:47,92,0.0,Below Zone 1
2025-05-07 14:04:51,93,0.0,Below Zone 1
2025-05-07 14:04:54,92,0.0,Below Zone 1
2025-05-07 14:04:55,93,0.0,Below Zone 1
2025-05-07 14:04:56,92,0.0,Below Zone 1
2025-05-07 14:05:00,91,0.0,Below Zone 1
2025-05-07 14:05:03,92,0.0,Below Zone 1
2025-05-07 14:05:11,91,0.0,Below Zone 1
2025-05-07 14:05:13,90,0.0,Below Zone 1
2025-05-07 14:05:15,89,0.0,Below Zone 1
2025-05-07 14:05:16,90,0.0,Below Zone 1
2025-05-07 14:05:17,91,0.0,Below Zone 1
2025-05-07 14:05:18,92,0.0,Below Zone 1
2025-05-07 14:05:19,93,0.0,Below Zone 1
2025-05-07 14:05:20,94,0.0,Below Zone 1
2025-05-07 14:05:21,95,0.0,Below Zone 1
2025-05-07 14:05:23,96,0.0,Below Zone 1
2025-05-07 14:05:25,97,0.0,Below Zone 1
2025-05-07 14:05:32,98,0.0,Below Zone 1
2025-05-07 14:05:40,97,0.0,Below Zone 1
2025-05-07 14:05:42,96,0.0,Below Zone 1
2025-05-07 14:05:44,95,0.0,Below Zone 1
2025-05-07 14:05:48,96,0.0,Below Zone 1
2025-05-07 14:05:49,97,0.0,Below Zone 1
2025-05-07 14:05:58,98,0.0,Below Zone 1
2025-05-07 14:06:00,99,0.0,Below Zone 1
2025-05-07 14:06:03,100,0.0,Below Zone 1
2025-05-07 14:06:07,101,0.0,Below Zone 1
2025-05-07 14:06:11,102,0.0,Below Zone 1
2025-05-07 14:06:21,103,0.0,Below Zone 1
2025-05-07 14:06:25,104,0.0,Below Zone 1
2025-05-07 14:06:28,105,0.0,Below Zone 1
2025-05-07 14:06:30,104,0.0,Below Zone 1
2025-05-07 14:06:44,105,0.0,Below Zone 1
2025-05-07 14:06:49,106,0.0,Below Zone 1
2025-05-07 14:07:00,107,0.0,Below Zone 1
2025-05-07 14:07:03,106,0.0,Below Zone 1
2025-05-07 14:07:05,105,0.0,Below Zone 1
2025-05-07 14:07:06,104,0.0,Below Zone 1
2025-05-07 14:07:07,102,0.0,Below Zone 1
2025-05-07 14:07:08,100,0.0,Below Zone 1
2025-05-07 14:07:10,99,0.0,Below Zone 1
2025-05-07 14:07:11,98,0.0,Below Zone 1
2025-05-07 14:07:16,97,0.0,Below Zone 1
2025-05-07 14:07:17,96,0.0,Below Zone 1
2025-05-07 14:07:19,95,0.0,Below Zone 1
2025-05-07 14:07:20,94,0.0,Below Zone 1
2025-05-07 14:07:21,93,0.0,Below Zone 1
2025-05-07 14:07:22,92,0.0,Below Zone 1
2025-05-07 14:07:24,91,0.0,Below Zone 1
2025-05-07 14:07:26,92,0.0,Below Zone 1
2025-05-07 14:07:27,91,0.0,Below Zone 1
2025-05-07 14:07:30,90,0.0,Below Zone 1
2025-05-07 14:07:31,91,0.0,Below Zone 1
2025-05-07 14:07:36,92,0.0,Below Zone 1
2025-05-07 14:07:37,93,0.0,Below Zone 1
2025-05-07 14:07:38,94,0.0,Below Zone 1
2025-05-07 14:07:39,95,0.0,Below Zone 1
2025-05-07 14:07:40,96,0.0,Below Zone 1
2025-05-07 14:07:41,97,0.0,Below Zone 1
2025-05-07 14:07:43,98,0.0,Below Zone 1
2025-05-07 14:07:44,100,0.0,Below Zone 1
2025-05-07 14:07:45,101,0.0,Below Zone 1
2025-05-07 14:07:46,103,0.0,Below Zone 1
2025-05-07 14:07:48,104,0.0,Below Zone 1
2025-05-07 14:07:50,105,0.0,Below Zone 1
2025-05-07 14:07:53,106,0.0,Below Zone 1
2025-05-07 14:07:54,107,0.0,Below Zone 1
2025-05-07 14:07:57,106,0.0,Below Zone 1
2025-05-07 14:08:07,107,0.0,Below Zone 1
2025-05-07 14:08:09,108,0.0,Below Zone 1
2025-05-07 14:08:11,109,0.0,Below Zone 1
2025-05-07 14:08:13,110,0.0,Below Zone 1
2025-05-07 14:08:14,111,0.0,Below Zone 1
2025-05-07 14:08:17,112,0.0,Below Zone 1
2025-05-07 14:08:21,113,0.0,Below Zone 1
2025-05-07 14:08:23,114,0.0,Below Zone 1
2025-05-07 14:08:27,115,0.0,Below Zone 1
2025-05-07 14:08:28,115,0.0,Below Zone 1
2025-05-07 14:08:31,116,0.0,Below Zone 1
2025-05-07 14:08:33,117,0.0,Below Zone 1
2025-05-07 14:08:35,118,0.0,Below Zone 1
2025-05-07 14:08:37,117,0.0,Below Zone 1
2025-05-07 14:08:42,116,0.0,Below Zone 1
2025-05-07 14:08:45,115,0.0,Below Zone 1
2025-05-07 14:08:47,114,0.0,Below Zone 1
2025-05-07 14:08:48,113,0.0,Below Zone 1
2025-05-07 14:08:49,112,0.0,Below Zone 1
2025-05-07 14:08:51,111,0.0,Below Zone 1
2025-05-07 14:08:53,110,0.0,Below Zone 1
2025-05-07 14:08:55,109,0.0,Below Zone 1
2025-05-07 14:08:57,110,0.0,Below Zone 1
2025-05-07 14:09:12,111,0.0,Below Zone 1
2025-05-07 14:09:16,110,0.0,Below Zone 1
2025-05-07 14:09:18,108,0.0,Below Zone 1
2025-05-07 14:09:20,107,0.0,Below Zone 1
2025-05-07 14:09:21,106,0.0,Below Zone 1
2025-05-07 14:09:25,105,0.0,Below Zone 1
2025-05-07 14:09:28,104,0.0,Below Zone 1
2025-05-07 14:09:30,103,0.0,Below Zone 1
2025-05-07 14:09:32,102,0.0,Below Zone 1
2025-05-07 14:09:35,101,0.0,Below Zone 1
2025-05-07 14:09:37,100,0.0,Below Zone 1
2025-05-07 14:09:41,99,0.0,Below Zone 1
2025-05-07 14:09:43,98,0.0,Below Zone 1
2025-05-07 14:09:44,97,0.0,Below Zone 1
2025-05-07 14:09:47,96,0.0,Below Zone 1
2025-05-07 14:09:48,95,0.0,Below Zone 1
2025-05-07 14:09:51,94,0.0,Below Zone 1
2025-05-07 14:09:52,93,0.0,Below Zone 1
2025-05-07 14:09:54,94,0.0,Below Zone 1
2025-05-07 14:09:56,95,0.0,Below Zone 1
2025-05-07 14:10:01,96,0.0,Below Zone 1
2025-05-07 14:10:02,95,0.0,Below Zone 1
2025-05-07 14:10:03,95,0.0,Below Zone 1
2025-05-07 14:10:09,96,0.0,Below Zone 1
2025-05-07 14:10:10,95,0.0,Below Zone 1
2025-05-07 14:10:13,96,0.0,Below Zone 1
2025-05-07 14:10:20,95,0.0,Below Zone 1
2025-05-07 14:10:23,94,0.0,Below Zone 1
2025-05-07 14:10:26,93,0.0,Below Zone 1
2025-05-07 14:10:31,92,0.0,Below Zone 1
2025-05-07 14:10:33,91,0.0,Below Zone 1
2025-05-07 14:10:35,90,0.0,Below Zone 1
2025-05-07 14:10:39,89,0.0,Below Zone 1
2025-05-07 14:10:43,88,0.0,Below Zone 1
2025-05-07 14:10:44,89,0.0,Below Zone 1
2025-05-07 14:10:45,91,0.0,Below Zone 1
2025-05-07 14:10:46,92,0.0,Below Zone 1
2025-05-07 14:10:47,93,0.0,Below Zone 1
2025-05-07 14:10:48,94,0.0,Below Zone 1
2025-05-07 14:10:50,95,0.0,Below Zone 1
2025-05-07 14:10:51,96,0.0,Below Zone 1
2025-05-07 14:10:52,97,0.0,Below Zone 1
2025-05-07 14:10:53,98,0.0,Below Zone 1
2025-05-07 14:10:54,100,0.0,Below Zone 1
2025-05-07 14:10:56,101,0.0,Below Zone 1
2025-05-07 14:10:57,100,0.0,Below Zone 1
2025-05-07 14:10:59,99,0.0,Below Zone 1
2025-05-07 14:11:01,100,0.0,Below Zone 1
2025-05-07 14:11:02,101,0.0,Below Zone 1
2025-05-07 14:11:03,102,0.0,Below Zone 1
2025-05-07 14:11:04,103,0.0,Below Zone 1
2025-05-07 14:11:06,104,0.0,Below Zone 1
2025-05-07 14:11:07,103,0.0,Below Zone 1
2025-05-07 14:11:10,102,0.0,Below Zone 1
2025-05-07 14:11:12,101,0.0,Below Zone 1
2025-05-07 14:11:13,100,0.0,Below Zone 1
2025-05-07 14:11:19,101,0.0,Below Zone 1
2025-05-07 14:11:24,102,0.0,Below Zone 1
2025-05-07 14:11:26,103,0.0,Below Zone 1
2025-05-07 14:11:28,104,0.0,Below Zone 1
2025-05-07 14:11:30,103,0.0,Below Zone 1
2025-05-07 14:11:32,102,0.0,Below Zone 1
2025-05-07 14:11:35,103,0.0,Below Zone 1
2025-05-07 14:11:42,103,0.0,Below Zone 1
2025-05-07 14:11:45,102,0.0,Below Zone 1
2025-05-07 14:11:47,101,0.0,Below Zone 1
2025-05-07 14:11:48,100,0.0,Below Zone 1
2025-05-07 14:11:50,98,0.0,Below Zone 1
2025-05-07 14:11:51,97,0.0,Below Zone 1
2025-05-07 14:11:53,95,0.0,Below Zone 1
2025-05-07 14:11:57,96,0.0,Below Zone 1
2025-05-07 14:11:59,95,0.0,Below Zone 1
2025-05-07 14:12:01,94,0.0,Below Zone 1
2025-05-07 14:12:02,93,0.0,Below Zone 1
2025-05-07 14:12:03,92,0.0,Below Zone 1
2025-05-07 14:12:05,91,0.0,Below Zone 1
2025-05-07 14:12:08,92,0.0,Below Zone 1
2025-05-07 14:12:09,91,0.0,Below Zone 1
2025-05-07 14:12:10,92,0.0,Below Zone 1
2025-05-07 14:12:11,91,0.0,Below Zone 1
2025-05-07 14:12:12,92,0.0,Below Zone 1
2025-05-07 14:12:16,93,0.0,Below Zone 1
2025-05-07 14:12:17,94,0.0,Below Zone 1
2025-05-07 14:12:22,95,0.0,Below Zone 1
2025-05-07 14:12:23,94,0.0,Below Zone 1
2025-05-07 14:12:27,95,0.0,Below Zone 1
2025-05-07 14:12:29,94,0.0,Below Zone 1
2025-05-07 14:12:33,93,0.0,Below Zone 1
2025-05-07 14:12:36,92,0.0,Below Zone 1
2025-05-07 14:12:45,91,0.0,Below Zone 1
2025-05-07 14:12:50,90,0.0,Below Zone 1
2025-05-07 14:13:02,91,0.0,Below Zone 1
2025-05-07 14:13:12,90,0.0,Below Zone 1
2025-05-07 14:13:16,91,0.0,Below Zone 1
2025-05-07 14:13:19,89,0.0,Below Zone 1
2025-05-07 14:13:20,88,0.0,Below Zone 1
2025-05-07 14:13:21,87,0.0,Below Zone 1
2025-05-07 14:13:22,86,0.0,Below Zone 1
2025-05-07 14:13:24,85,0.0,Below Zone 1
2025-05-07 14:13:25,86,0.0,Below Zone 1
2025-05-07 14:13:26,87,0.0,Below Zone 1
2025-05-07 14:13:28,88,0.0,Below Zone 1
2025-05-07 14:13:30,89,0.0,Below Zone 1
2025-05-07 14:13:32,88,0.0,Below Zone 1
2025-05-07 14:13:34,87,0.0,Below Zone 1
2025-05-07 14:13:35,86,0.0,Below Zone 1
2025-05-07 14:13:37,85,0.0,Below Zone 1
2025-05-07 14:13:39,84,0.0,Below Zone 1
2025-05-07 14:13:45,83,0.0,Below Zone 1
2025-05-07 14:13:46,84,0.0,Below Zone 1
2025-05-07 14:13:48,85,0.0,Below Zone 1
2025-05-07 14:13:49,86,0.0,Below Zone 1
2025-05-07 14:13:51,87,0.0,Below Zone 1
2025-05-07 14:13:52,88,0.0,Below Zone 1
2025-05-07 14:13:54,89,0.0,Below Zone 1
2025-05-07 14:13:57,90,0.0,Below Zone 1
2025-05-07 14:14:06,91,0.0,Below Zone 1
2025-05-07 14:14:08,92,0.0,Below Zone 1
2025-05-07 14:14:09,91,0.0,Below Zone 1
2025-05-07 14:14:11,90,0.0,Below Zone 1
2025-05-07 14:14:13,89,0.0,Below Zone 1
2025-05-07 14:14:17,90,0.0,Below Zone 1
2025-05-07 14:14:18,91,0.0,Below Zone 1
2025-05-07 14:14:19,92,0.0,Below Zone 1
2025-05-07 14:14:20,93,0.0,Below Zone 1
2025-05-07 14:14:21,95,0.0,Below Zone 1
2025-05-07 14:14:23,96,0.0,Below Zone 1
2025-05-07 14:14:24,97,0.0,Below Zone 1
2025-05-07 14:14:26,98,0.0,Below Zone 1
2025-05-07 14:14:27,99,0.0,Below Zone 1
2025-05-07 14:14:29,100,0.0,Below Zone 1
2025-05-07 14:14:30,101,0.0,Below Zone 1
2025-05-07 14:14:32,102,0.0,Below Zone 1
2025-05-07 14:14:34,103,0.0,Below Zone 1
2025-05-07 14:14:35,104,0.0,Below Zone 1
2025-05-07 14:14:37,105,0.0,Below Zone 1
2025-05-07 14:14:38,106,0.0,Below Zone 1
2025-05-07 14:14:41,107,0.0,Below Zone 1
2025-05-07 14:14:43,108,0.0,Below Zone 1
2025-05-07 14:14:51,107,0.0,Below Zone 1
2025-05-07 14:14:54,106,0.0,Below Zone 1
2025-05-07 14:14:55,105,0.0,Below Zone 1
2025-05-07 14:14:57,104,0.0,Below Zone 1
2025-05-07 14:14:58,103,0.0,Below Zone 1
2025-05-07 14:14:59,102,0.0,Below Zone 1
2025-05-07 14:15:00,101,0.0,Below Zone 1
2025-05-07 14:15:01,100,0.0,Below Zone 1
2025-05-07 14:15:02,98,0.0,Below Zone 1
2025-05-07 14:15:04,97,0.0,Below Zone 1
2025-05-07 14:15:05,96,0.0,Below Zone 1
2025-05-07 14:15:09,97,0.0,Below Zone 1
2025-05-07 14:15:11,98,0.0,Below Zone 1
2025-05-07 14:15:17,99,0.0,Below Zone 1
2025-05-07 14:15:20,100,0.0,Below Zone 1
2025-05-07 14:15:23,101,0.0,Below Zone 1
2025-05-07 14:15:26,102,0.0,Below Zone 1
2025-05-07 14:15:27,103,0.0,Below Zone 1
2025-05-07 14:15:29,104,0.0,Below Zone 1
2025-05-07 14:15:32,105,0.0,Below Zone 1
2025-05-07 14:15:34,106,0.0,Below Zone 1
2025-05-07 14:15:35,107,0.0,Below Zone 1
2025-05-07 14:15:37,108,0.0,Below Zone 1
2025-05-07 14:15:39,107,0.0,Below Zone 1
2025-05-07 14:15:40,108,0.0,Below Zone 1
2025-05-07 14:15:44,107,0.0,Below Zone 1
2025-05-07 14:15:48,106,0.0,Below Zone 1
2025-05-07 14:15:50,105,0.0,Below Zone 1
2025-05-07 14:15:52,103,0.0,Below Zone 1
2025-05-07 14:15:54,101,0.0,Below Zone 1
2025-05-07 14:15:55,100,0.0,Below Zone 1
2025-05-07 14:15:56,98,0.0,Below Zone 1
2025-05-07 14:15:57,97,0.0,Below Zone 1
2025-05-07 14:15:59,96,0.0,Below Zone 1
2025-05-07 14:16:04,97,0.0,Below Zone 1
2025-05-07 14:16:05,96,0.0,Below Zone 1
2025-05-07 14:16:14,97,0.0,Below Zone 1
2025-05-07 14:16:18,98,0.0,Below Zone 1
2025-05-07 14:16:35,99,0.0,Below Zone 1
2025-05-07 14:16:44,100,0.0,Below Zone 1
2025-05-07 14:16:47,101,0.0,Below Zone 1
2025-05-07 14:16:49,100,0.0,Below Zone 1
2025-05-07 14:16:50,101,0.0,Below Zone 1
2025-05-07 14:16:55,102,0.0,Below Zone 1
2025-05-07 14:16:56,103,0.0,Below Zone 1
2025-05-07 14:16:58,104,0.0,Below Zone 1
2025-05-07 14:17:02,105,0.0,Below Zone 1
2025-05-07 14:17:06,106,0.0,Below Zone 1
2025-05-07 14:17:11,107,0.0,Below Zone 1
2025-05-07 14:17:14,108,0.0,Below Zone 1
2025-05-07 14:17:22,109,0.0,Below Zone 1
2025-05-07 14:17:23,108,0.0,Below Zone 1
2025-05-07 14:17:32,109,0.0,Below Zone 1
2025-05-07 14:17:40,108,0.0,Below Zone 1
2025-05-07 14:17:44,109,0.0,Below Zone 1
2025-05-07 14:17:45,108,0.0,Below Zone 1
2025-05-07 14:17:51,109,0.0,Below Zone 1
2025-05-07 14:17:54,110,0.0,Below Zone 1
2025-05-07 14:17:59,109,0.0,Below Zone 1
2025-05-07 14:18:04,110,0.0,Below Zone 1
2025-05-07 14:18:07,111,0.0,Below Zone 1
2025-05-07 14:18:13,110,0.0,Below Zone 1
2025-05-07 14:18:16,109,0.0,Below Zone 1
2025-05-07 14:18:18,110,0.0,Below Zone 1
2025-05-07 14:18:21,111,0.0,Below Zone 1
2025-05-07 14:18:22,110,0.0,Below Zone 1
2025-05-07 14:18:24,109,0.0,Below Zone 1
2025-05-07 14:18:25,108,0.0,Below Zone 1
2025-05-07 14:18:27,106,0.0,Below Zone 1
2025-05-07 14:18:29,105,0.0,Below Zone 1
2025-05-07 14:18:32,106,0.0,Below Zone 1
2025-05-07 14:18:36,107,0.0,Below Zone 1
2025-05-07 14:18:38,108,0.0,Below Zone 1
2025-05-07 14:18:42,109,0.0,Below Zone 1
2025-05-07 14:18:43,110,0.0,Below Zone 1
2025-05-07 14:18:45,111,0.0,Below Zone 1
2025-05-07 14:18:47,112,0.0,Below Zone 1
2025-05-07 14:18:48,113,0.0,Below Zone 1
2025-05-07 14:18:49,114,0.0,Below Zone 1
2025-05-07 14:18:50,115,0.0,Below Zone 1
2025-05-07 14:18:53,114,0.0,Below Zone 1
2025-05-07 14:18:54,113,0.0,Below Zone 1
2025-05-07 14:18:55,112,0.0,Below Zone 1
2025-05-07 14:18:56,111,0.0,Below Zone 1
2025-05-07 14:18:58,110,0.0,Below Zone 1
2025-05-07 14:18:59,109,0.0,Below Zone 1
2025-05-07 14:19:00,108,0.0,Below Zone 1
2025-05-07 14:19:01,107,0.0,Below Zone 1
2025-05-07 14:19:03,106,0.0,Below Zone 1
2025-05-07 14:19:05,105,0.0,Below Zone 1
2025-05-07 14:19:08,104,0.0,Below Zone 1
2025-05-07 14:19:11,105,0.0,Below Zone 1
2025-05-07 14:19:13,106,0.0,Below Zone 1
2025-05-07 14:19:17,105,0.0,Below Zone 1
2025-05-07 14:19:18,106,0.0,Below Zone 1
2025-05-07 14:19:22,107,0.0,Below Zone 1
2025-05-07 14:19:24,108,0.0,Below Zone 1
