timestamp,power,heart_rate,cadence,speed,altitude,distance,speed_kmh,power_zone,hr_zone
2025-05-19 16:57:10,0.0,109.0,,5.794,346.6,0.0,20.8584,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:11,0.0,110.0,,5.86,340.79999999999995,6.53,21.096,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:12,0.0,110.0,,6.074,341.0,13.41,21.8664,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:13,0.0,111.0,,6.196,341.4,20.41,22.3056,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:14,172.0,111.0,85.0,6.28,339.79999999999995,27.46,22.608,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:15,179.0,112.0,89.0,6.476,340.20000000000005,34.68,23.3136,Zone 3 (Tempo),Below Zone 1
2025-05-19 16:57:16,168.0,112.0,88.0,7.278,340.79999999999995,42.17,26.200799999999997,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:17,157.0,113.0,92.0,7.437,340.79999999999995,49.86,26.773200000000003,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:18,183.0,114.0,97.0,7.735,341.0,57.67,27.846,Zone 3 (Tempo),Below Zone 1
2025-05-19 16:57:19,53.0,114.0,64.0,7.838,341.0,65.63,28.2168,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:20,86.0,114.0,71.0,7.838,341.0,73.56,28.2168,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:21,138.0,115.0,84.0,7.437,341.0,81.68,26.773200000000003,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:22,0.0,116.0,84.0,7.735,341.0,89.89,27.846,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:23,0.0,116.0,84.0,7.828,341.0,98.09,28.1808,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:24,0.0,116.0,0.0,7.838,340.79999999999995,106.41,28.2168,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:25,37.0,117.0,32.0,7.856,340.79999999999995,114.88,28.2816,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:26,161.0,117.0,91.0,7.968,340.6,123.19,28.6848,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:27,138.0,117.0,91.0,8.08,340.6,131.76,29.088,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:28,153.0,118.0,92.0,8.174,340.6,140.25,29.426399999999997,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:29,140.0,118.0,90.0,8.248,340.6,148.74,29.6928,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:30,111.0,119.0,86.0,8.248,340.4,157.17,29.6928,Zone 1 (Active Recovery),Zone 1 (Recovery)
2025-05-19 16:57:31,142.0,119.0,92.0,8.248,340.4,165.5,29.6928,Zone 2 (Endurance),Zone 1 (Recovery)
2025-05-19 16:57:32,127.0,119.0,90.0,8.248,340.20000000000005,173.79,29.6928,Zone 2 (Endurance),Zone 1 (Recovery)
2025-05-19 16:57:33,109.0,119.0,89.0,8.258,340.20000000000005,182.1,29.728799999999996,Zone 1 (Active Recovery),Zone 1 (Recovery)
2025-05-19 16:57:34,80.0,119.0,89.0,8.267,340.20000000000005,190.36,29.7612,Zone 1 (Active Recovery),Zone 1 (Recovery)
2025-05-19 16:57:35,80.0,119.0,40.0,8.258,340.20000000000005,200.36,29.728799999999996,Zone 1 (Active Recovery),Zone 1 (Recovery)
2025-05-19 16:57:36,32.0,118.0,40.0,8.258,340.0,208.73,29.728799999999996,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:37,32.0,118.0,40.0,8.239,340.0,215.46,29.660400000000003,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:38,32.0,117.0,35.0,8.239,340.0,223.74,29.660400000000003,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:39,109.0,117.0,35.0,8.239,339.79999999999995,231.98,29.660400000000003,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:40,109.0,117.0,93.0,8.239,339.79999999999995,242.01,29.660400000000003,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:41,137.0,117.0,94.0,8.239,339.79999999999995,250.59,29.660400000000003,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:42,146.0,117.0,96.0,8.258,339.6,259.28,29.728799999999996,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:43,159.0,118.0,97.0,8.267,339.6,266.31,29.7612,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:44,159.0,118.0,97.0,8.267,339.6,275.24,29.7612,Zone 2 (Endurance),Below Zone 1
2025-05-19 16:57:45,81.0,118.0,97.0,8.435,339.4,285.99,30.366000000000003,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:46,81.0,118.0,29.0,8.622,339.20000000000005,294.94,31.0392,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:47,0.0,118.0,29.0,8.622,339.0,303.54,31.0392,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:48,0.0,118.0,29.0,8.622,338.79999999999995,310.29,31.0392,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:49,0.0,117.0,0.0,8.622,338.6,318.51,31.0392,Zone 1 (Active Recovery),Below Zone 1
2025-05-19 16:57:50,0.0,116.0,0.0,7.791,338.20000000000005,327.79,28.047600000000003,Zone 1 (Active Recovery),Below Zone 1
